,Restaurant Name,Cuisine Type,Location,Category,Food Name,Description/Ingredients,Price
38679,My Thai (Eat Thai Restaurant),Thai Cuisine,"Pani Pokhari, Lazimpat",MAIN,Grill Chicken Set,,975.00
38680,My Thai (Eat Thai Restaurant),Thai Cuisine,"Pani Pokhari, Lazimpat",CHEF’S SPECIAL,Pad Kra Pow with Rice and Fried Egg (Chicken),"(a special fried rice mixed with the chilli, thai basil leaves and comes with fried eggs)",795.52
38681,My Thai (Eat Thai Restaurant),Thai Cuisine,"Pani Pokhari, Lazimpat",CHEF’S SPECIAL,Pad Kra Pow with Rice and Fried Egg (Pork),"(a special fried rice mixed with the chilli, thai basil leaves and comes with fried eggs)",894.96
38682,My Thai (Eat Thai Restaurant),Thai Cuisine,"Pani Pokhari, Lazimpat",CHEF’S SPECIAL,Pad Kra Pow with Rice and Fried Egg (Prawn),"(a special fried rice mixed with the chilli, thai basil leaves and comes with fried eggs)",894.96
38683,My Thai (Eat Thai Restaurant),Thai Cuisine,"Pani Pokhari, Lazimpat",CHEF’S SPECIAL,Pad Kra Pow with Rice and Fried Egg (Aubergine),"(a special fried rice mixed with the chilli, thai basil leaves and comes with fried eggs)",683.65
38684,My Thai (Eat Thai Restaurant),Thai Cuisine,"Pani Pokhari, Lazimpat",CHEF’S SPECIAL,Chicken Stir Fry with Red Curry Paste serve with Rice & Fried Egg,(special fried rice cooked with red curry paste serve with rice &amp; fried eggs),807.95
38685,My Thai (Eat Thai Restaurant),Thai Cuisine,"Pani Pokhari, Lazimpat",CHEF’S SPECIAL,Green Curry Fried Rice (Chicken),(special fried rice cooked with green curry paste),783.09
38686,My Thai (Eat Thai Restaurant),Thai Cuisine,"Pani Pokhari, Lazimpat",CHEF’S SPECIAL,Green Curry Fried Rice (Prawn),(special fried rice cooked with green curry paste),919.82
38687,My Thai (Eat Thai Restaurant),Thai Cuisine,"Pani Pokhari, Lazimpat",OTHERS,Thai Bubble Tea,,435.05
38688,My Thai (Eat Thai Restaurant),Thai Cuisine,"Pani Pokhari, Lazimpat",OTHERS,Thai Iced Tea,,300.00
38689,Syanko Katti Rolls - Kuleshwor,"Nepali, Rolls",Kuleshwor,CHICKEN ROLL,Chicken Roll,,240.00
38690,Syanko Katti Rolls - Kuleshwor,"Nepali, Rolls",Kuleshwor,CHICKEN ROLL,Double Chicken Roll,,295.00
38691,Syanko Katti Rolls - Kuleshwor,"Nepali, Rolls",Kuleshwor,CHICKEN ROLL,Double Egg Chicken Roll,,285.00
38692,Syanko Katti Rolls - Kuleshwor,"Nepali, Rolls",Kuleshwor,CHICKEN ROLL,Double Egg Double Chicken Roll,,330.00
38693,Syanko Katti Rolls - Kuleshwor,"Nepali, Rolls",Kuleshwor,CHICKEN ROLL,Egg Chicken Roll,,265.00
38694,Syanko Katti Rolls - Kuleshwor,"Nepali, Rolls",Kuleshwor,CHICKEN ROLL,Egg Double Chicken Roll,,320.00
38695,Syanko Katti Rolls - Kuleshwor,"Nepali, Rolls",Kuleshwor,CHICKEN ROLL,Egg Veg Chicken Roll,,285.00
38696,Syanko Katti Rolls - Kuleshwor,"Nepali, Rolls",Kuleshwor,CHICKEN ROLL,Veg Chicken Roll,,265.00
38697,Syanko Katti Rolls - Kuleshwor,"Nepali, Rolls",Kuleshwor,EGG ROLL,Double Egg Double Veg Roll,,210.00
38698,Syanko Katti Rolls - Kuleshwor,"Nepali, Rolls",Kuleshwor,EGG ROLL,Double Egg Roll,,175.00
38699,Syanko Katti Rolls - Kuleshwor,"Nepali, Rolls",Kuleshwor,EGG ROLL,Double Egg Veg Roll,,200.00
38700,Syanko Katti Rolls - Kuleshwor,"Nepali, Rolls",Kuleshwor,EGG ROLL,Egg Double Veg Roll,,185.00
38701,Syanko Katti Rolls - Kuleshwor,"Nepali, Rolls",Kuleshwor,EGG ROLL,Egg Roll,,165.00
38702,Syanko Katti Rolls - Kuleshwor,"Nepali, Rolls",Kuleshwor,EGG ROLL,Egg Veg Roll,,175.00
38703,Syanko Katti Rolls - Kuleshwor,"Nepali, Rolls",Kuleshwor,PANEER ROLL,Double Egg Double Paneer Roll,,330.00
38704,Syanko Katti Rolls - Kuleshwor,"Nepali, Rolls",Kuleshwor,PANEER ROLL,Double Egg Paneer Roll,,285.00
38705,Syanko Katti Rolls - Kuleshwor,"Nepali, Rolls",Kuleshwor,PANEER ROLL,Double Paneer Roll,,295.00
38706,Syanko Katti Rolls - Kuleshwor,"Nepali, Rolls",Kuleshwor,PANEER ROLL,Egg Double Paneer Roll,,320.00
38707,Syanko Katti Rolls - Kuleshwor,"Nepali, Rolls",Kuleshwor,PANEER ROLL,Egg Paneer Roll,,265.00
38708,Syanko Katti Rolls - Kuleshwor,"Nepali, Rolls",Kuleshwor,PANEER ROLL,Egg Veg Paneer Roll,,295.00
38709,Syanko Katti Rolls - Kuleshwor,"Nepali, Rolls",Kuleshwor,PANEER ROLL,Paneer Roll,,240.00
38710,Syanko Katti Rolls - Kuleshwor,"Nepali, Rolls",Kuleshwor,PANEER ROLL,Veg Paneer Roll,,265.00
38711,Syanko Katti Rolls - Kuleshwor,"Nepali, Rolls",Kuleshwor,VEG ROLL,Double Veg Chicken Roll,,295.00
38712,Syanko Katti Rolls - Kuleshwor,"Nepali, Rolls",Kuleshwor,VEG ROLL,Double Veg Double Egg Roll,,210.00
38713,Syanko Katti Rolls - Kuleshwor,"Nepali, Rolls",Kuleshwor,VEG ROLL,Double Veg Double Paneer Roll,,330.00
38714,Syanko Katti Rolls - Kuleshwor,"Nepali, Rolls",Kuleshwor,VEG ROLL,Double Veg Roll,,175.00
38715,Syanko Katti Rolls - Kuleshwor,"Nepali, Rolls",Kuleshwor,VEG ROLL,Egg Veg Roll,,175.00
38716,Syanko Katti Rolls - Kuleshwor,"Nepali, Rolls",Kuleshwor,VEG ROLL,Veg Chicken Roll,,255.00
38717,Syanko Katti Rolls - Kuleshwor,"Nepali, Rolls",Kuleshwor,VEG ROLL,Veg Roll,,165.00
38718,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,COMBO MEAL,"Chicken Rice Bowl, Chicken Popcorn, Hawaiian Momo Sandheko, Chips Chilly, Coke 250 ml",,999.00
38719,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,COMBO MEAL,"Chicken Rice Bowl, Chicken Chilly, Mustang Aloo, Chicken Choila, French fries, Coke 250 ml",,999.00
38720,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,COMBO MEAL,"Chicken Biryani, Spicy Wings, Manchurian Set, Chips Chilly, Coke 250 ml",,999.00
38721,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,FRIED CHICKEN,1 Pcs,,210.00
38722,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,FRIED CHICKEN,2 Pcs,,410.00
38723,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,FRIED CHICKEN,4 Pcs,,795.00
38724,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,FRIED CHICKEN,8 Pcs,,"1,590.00"
38725,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,FRIED CHICKEN,Hot Wings,,380.00
38726,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,FRIED CHICKEN,Chicken Strips,,395.00
38727,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,FRIED CHICKEN,Chicken Popcorn,,350.00
38728,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,FRIED CHICKEN,Grilled Chicken With BBQ Sauce,preparation time 25 minutes,395.00
38729,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,STATION FEAST COMBO,8 Pcs Fried Chicken + 1 ltr Coke,,"1,615.00"
38730,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,STATION FEAST COMBO,18 Pcs Hot Wings + 1 ltr Coke,,"1,390.00"
38731,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,STATION FEAST COMBO,1 Pc Chicken Burger + 1 Pc Chicken + Coke,,595.00
38732,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,STATION FEAST COMBO,1 Rice Bowl + 1 Plate Chicken Chhoila + Coke,,595.00
38733,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,STATION FEAST COMBO,8 Pcs Chicken + Crunchy Chicken Burger + Hot Wings + Chicken Biryani + 1 ltr Coke,,"2,800.00"
38734,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,STATION BITE COMBO,Chicken Rice Bowl + Coke,,260.00
38735,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,STATION BITE COMBO,Crunchy Chicken Burger + Coke + Fries,,305.00
38736,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,BURGER WITH FRIES,Crunchy Chicken Burger,,280.00
38737,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,BURGER WITH FRIES,Grilled Chicken Burger,,280.00
38738,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,BURGER WITH FRIES,Spicy Chicken Burger,,280.00
38739,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,BURGER WITH FRIES,Double Patty Burger With Cheese (Chicken & Ham),,280.00
38740,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,BURGER WITH FRIES,Double Veg Patty Burger,,235.00
38741,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,BURGER WITH FRIES,Chicken Burger,,190.00
38742,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,BURGER WITH FRIES,Ham Burger,,190.00
38743,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,BURGER WITH FRIES,Veg Burger,,165.00
38744,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,BURGER WITH FRIES,Extra Cheese,,45.00
38745,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,TWISTER,Chicken Twister,,260.00
38746,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,TWISTER,Veg Twister (Classic Dip/ Station Dip),,190.00
38747,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,PIZZA / CHEEZA,Chicken Pizza,,445.00
38748,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,PIZZA / CHEEZA,Cheese Pizza,,425.00
38749,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,PIZZA / CHEEZA,Mushroom Pizza,,435.00
38750,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,PIZZA / CHEEZA,Mixed Pizza,,480.00
38751,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,PIZZA / CHEEZA,Popcorn Hawaiian Pizza,,499.00
38752,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,PIZZA / CHEEZA,Veg Hawaiian Pizza,,470.00
38753,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,PIZZA / CHEEZA,Chicken Cheeza,,340.00
38754,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,PIZZA / CHEEZA,Extra Cheese,,100.00
38755,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,RICE BOWL,Chicken Rice Bowl,,240.00
38756,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,RICE BOWL,Veg Rice Bowl,,200.00
38757,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,RICE BOWL,Keema Fried Rice,Buff / Chicken,290.00
38758,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,RICE BOWL,Chicken Fried Rice,,210.00
38759,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,RICE BOWL,Veg Fried Rice,,180.00
38760,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,RICE BOWL,Buff Fried Rice,,200.00
38761,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,RICE BOWL,Egg Fried Rice,,190.00
38762,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,RICE BOWL,Mixed Fried Rice,,250.00
38763,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,SANDWICH,Station House Sandwich,,385.00
38764,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,SANDWICH,Chicken Sandwich,,305.00
38765,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,SANDWICH,Veg Sandwich,,280.00
38766,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,STICK FOOD,Crunchy Chicken Sausage,,100.00
38767,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,STICK FOOD,Crunchy Buff Sausage,,90.00
38768,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,STICK FOOD,Chicken Sausage,,65.00
38769,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,STICK FOOD,Buff Sausage,,55.00
38770,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,STICK FOOD,Aloo Stick,,50.00
38771,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,STICK FOOD,Mushroom Stick,,45.00
38772,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,PLATTER,Chicken Platter,"Hot wings, chicken momo, smoked chicken sandheko, meatball, Sichuan wings",850.00
38773,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,PLATTER,Veg Platter,"Veg momo, veg strips, potato cheese roll, chow chow sandheko, chips chilly",560.00
38774,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,PLATTER,Mixed Platter,"Buffalo wings, fries, potato cheese roll, chow chow sandheko, chicken popcorn, chicken momo, crunchy sausage",900.00
38775,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,PLATTER,Mo:Mo Platter (Chicken),"3 pcs steam, fried, kothey, C momo",299.00
38776,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,PLATTER,Mo:Mo Platter (Veg),"3 pcs steam, fried, kothey, C momo",260.00
38777,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,STATION FRIED ROLL,Chicken Roll,,310.00
38778,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,STATION FRIED ROLL,Veg Roll,,280.00
38779,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,STATION FRIED ROLL,Extra Egg,,20.00
38780,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,VEG SNACKS,Veg Strips,,190.00
38781,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,VEG SNACKS,Potato Cheese Roll,,385.00
38782,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,VEG SNACKS,Animal Fries,,320.00
38783,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,VEG SNACKS,Spicy Fries,,235.00
38784,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,VEG SNACKS,French Fries,,199.00
38785,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,VEG SNACKS,Chips Chilly,,260.00
38786,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,VEG SNACKS,Mushroom Chilly,,305.00
38787,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,VEG SNACKS,Cheese Balls,,390.00
38788,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,VEG SNACKS,Aloo Sandheko,,315.00
38789,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,VEG SNACKS,Peanut Sandheko,,205.00
38790,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,VEG SNACKS,Chow Chow Sandheko,,215.00
38791,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,VEG SNACKS,Sweet Corn Fried,,305.00
38792,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,VEG SNACKS,Sweet Corn Boiled,,205.00
38793,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,VEG SNACKS,Mixed Veg Boiled,,240.00
38794,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,VEG SNACKS,Mustange Aloo,,235.00
38795,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,VEG SNACKS,Corn Dogs (2 pcs),,200.00
38796,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,VEG SNACKS,Onion Rings (8 pcs),,180.00
38797,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,VEG SNACKS,Spicy Potato Sticks (2 pcs),,100.00
38798,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,VEG SNACKS,Szechuan Aloo,,220.00
38799,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,CHICKEN SNACKS,Chicken Chilly,,385.00
38800,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,CHICKEN SNACKS,Chicken Lollipop,,435.00
38801,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,CHICKEN SNACKS,Chicken Chhoila,,325.00
38802,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,CHICKEN SNACKS,Chicken Timbure,,415.00
38803,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,CHICKEN SNACKS,Chicken Tass,,510.00
38804,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,CHICKEN SNACKS,Chicken 65,,340.00
38805,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,CHICKEN SNACKS,Pangra Tareko,,335.00
38806,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,CHICKEN SNACKS,Pangra Chilly Dry,,355.00
38807,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,CHICKEN SNACKS,Chicken Sekuwa,,410.00
38808,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,CHICKEN SNACKS,Chicken Satay,,475.00
38809,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,CHICKEN SNACKS,Sichuan Chicken Wings,,415.00
38810,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,CHICKEN SNACKS,Smoked Chicken Sandheko,,480.00
38811,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,CHICKEN SNACKS,Buffalo Wings,,430.00
38812,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,CHICKEN SNACKS,Dragon Chicken,,395.00
38813,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,CHICKEN SNACKS,Chicken Crazy Meat Ball,,430.00
38814,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,CHICKEN SNACKS,Popcorn Choila,,370.00
38815,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,CHICKEN SNACKS,Sliders,,399.00
38816,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,CHICKEN SNACKS,Hot Wings Sandheko,,435.00
38817,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,CHICKEN SNACKS,Pizza Sandwich,,499.00
38818,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,CHICKEN SNACKS,Chicken Gold Coin (2 pcs),,150.00
38819,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,CHICKEN SNACKS,Chicken Rumjham,,370.00
38820,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,CHICKEN SNACKS,Whole Chicken With Szechuan Dips,,"1,099.00"
38821,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,BUFF SNACKS,Crazy Meat Ball,,430.00
38822,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,BUFF SNACKS,Buff Chilly,,355.00
38823,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,BUFF SNACKS,Buff Choila,,325.00
38824,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,BUFF SNACKS,Buff Sukuti Sandheko,,395.00
38825,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,BUFF SNACKS,Kukure Buff,,340.00
38826,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,NOODLES,Chicken Noodles,,215.00
38827,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,NOODLES,Buff Noodles,,215.00
38828,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,NOODLES,Veg Noodles,,175.00
38829,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,NOODLES,Mixed Noodles,,250.00
38830,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,MO:MO,Chicken Steam Mo:Mo,,195.00
38831,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,MO:MO,Chicken Fried Mo:Mo,,210.00
38832,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,MO:MO,Chicken Jhol Mo:Mo,,210.00
38833,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,MO:MO,Chicken C Mo:Mo,,235.00
38834,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,MO:MO,Chicken Kothey Mo:Mo,,235.00
38835,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,MO:MO,Buff Steam Mo:Mo,,185.00
38836,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,MO:MO,Buff Fried Mo:Mo,,195.00
38837,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,MO:MO,Buff Jhol Mo:Mo,,195.00
38838,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,MO:MO,Buff C Mo:Mo,,215.00
38839,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,MO:MO,Buff Kothey Mo:Mo,,215.00
38840,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,MO:MO,Veg Steam Mo:Mo,,160.00
38841,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,MO:MO,Veg Fried Mo:Mo,,175.00
38842,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,MO:MO,Veg Jhol Mo:Mo,,175.00
38843,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,MO:MO,Veg C Mo:Mo,,185.00
38844,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,MO:MO,Veg Kothey Mo:Mo,,185.00
38845,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,BIRYANI,Chicken Biryani,,395.00
38846,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,BIRYANI,Veg Biryani,,350.00
38847,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,STATION SET MEAL,Chicken Khaja Set,,440.00
38848,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,STATION SET MEAL,Veg Khaja Set,,325.00
38849,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,STATION SET MEAL,Sichuan Set (Veg Ball with Garlic Rice),,390.00
38850,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,STATION SET MEAL,Sichuan Set (Chicken Ball with Garlic Rice),,430.00
38851,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,STATION SET MEAL,Manchurian Set (Veg Ball with Garlic Rice),,390.00
38852,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,STATION SET MEAL,Manchurian Set (Chicken Ball with Garlic Rice),,430.00
38853,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,CHOPSUEY,Chinese Chopsuey (Non-Veg),,290.00
38854,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,CHOPSUEY,Chinese Chopsuey (Veg),,270.00
38855,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,CHOPSUEY,American Chopsuey,,300.00
38856,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,SALAD,Green Salad,,215.00
38857,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,SALAD,Fruit Salad,,310.00
38858,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,SALAD,Grilled Chicken Salad,,350.00
38859,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,SOUP,Mushroom Soup,,240.00
38860,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,SOUP,Chicken Soup,,305.00
38861,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,SOUP,Hot & Sour Chicken,,305.00
38862,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,SOUP,Hot & Sour Veg,,255.00
38863,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,SEKUWA MENU,Chicken Sekuwa (1 kg),,"1,099.00"
38864,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,SEKUWA MENU,Chicken Sekuwa (Half kg),,599.00
38865,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,SEKUWA MENU,Buff Sekuwa (1 kg),,999.00
38866,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,SEKUWA MENU,Buff Sekuwa (Half kg),,599.00
38867,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,SEKUWA MENU,Pork Sekuwa (1 kg),,"1,099.00"
38868,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,SEKUWA MENU,Pork Sekuwa (Half kg),,599.00
38869,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,SEKUWA MENU,Mutton Sekuwa (1 kg),,"2,499.00"
38870,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,FISH MENU,Fish & Chips,,599.00
38871,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,FISH MENU,Fish Chilly,,449.00
38872,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,FISH MENU,Fish Fry,,349.00
38873,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,MIX MENU,Roasted Paneer Chilly,,499.00
38874,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,MIX MENU,Haas ko Choila,,599.00
38875,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,MIX MENU,Grill Chicken Curry,,330.00
38876,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,MIX MENU,Whole Chicken with Schezwan Dips,,"1,099.00"
38877,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,MIX MENU,Lemon Chilly Spicy Drumstick (4 pcs),,800.00
38878,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,MIX MENU,Kung Pao Chicken,,495.00
38879,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,MIX MENU,Chicken Malai Tikka,,395.00
38880,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,MIX MENU,Chicken Nuggets,,499.00
38881,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,MIX MENU,Chicken 65,,340.00
38882,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,PORK MENU,Pork Chilly,,399.00
38883,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,PORK MENU,Pork Choila,,349.00
38884,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,PORK MENU,Pork Boil,,299.00
38885,Chicken Station : Kuleshwor,Fried Chicken,Kuleshwor,PORK MENU,Pork Roasted,,430.00
38886,Cafe Arica,Continental,Baluwatar Chowk,SOUPS,Cream of Mushroom Soup (Veg),,250.00
38887,Cafe Arica,Continental,Baluwatar Chowk,SOUPS,Cream of Mushroom Soup (Chicken),,300.00
38888,Cafe Arica,Continental,Baluwatar Chowk,SOUPS,Hot & Sour Soup (Veg),,250.00
38889,Cafe Arica,Continental,Baluwatar Chowk,SOUPS,Hot & Sour Soup (Chicken),,300.00
38890,Cafe Arica,Continental,Baluwatar Chowk,SOUPS,Manchow Soup (Veg),,250.00
38891,Cafe Arica,Continental,Baluwatar Chowk,SOUPS,Manchow Soup (Chicken),,300.00
38892,Cafe Arica,Continental,Baluwatar Chowk,SOUPS,Clear Soup (Veg),,200.00
38893,Cafe Arica,Continental,Baluwatar Chowk,SOUPS,Clear Soup (Chicken),,250.00
38894,Cafe Arica,Continental,Baluwatar Chowk,VEG SNACKS,Paneer Chilli,,290.00
38895,Cafe Arica,Continental,Baluwatar Chowk,VEG SNACKS,Paneer Pakoda,,290.00
38896,Cafe Arica,Continental,Baluwatar Chowk,VEG SNACKS,Cheese Ball,,290.00
