Price,Bedrooms,Bathrooms,SqFt,City,State,Year_Built,Type,Garage,Lot_Area
1785317,3,1,2313,Brisbane,QLD,2008,House,1,5075
1688948,1,1,2251,Melbourne,VIC,2002,Apartment,2,5160
2157845,3,2,2840,Melbourne,VIC,2012,Apartment,1,5626
1899159,3,2,2390,Melbourne,VIC,1987,Apartment,1,5944
1664652,4,3,1098,Sydney,NSW,2021,Townhouse,1,3125
2355889,4,3,2631,Sydney,NSW,1992,House,2,7034
1367570,3,2,1401,Brisbane,QLD,1984,House,2,3072
1853094,3,2,1769,Melbourne,VIC,2020,House,2,5186
1900568,3,2,2150,Sydney,NSW,1989,Townhouse,1,6403
2450631,4,2,3197,Melbourne,VIC,1993,House,1,7161
2880387,3,2,3865,Sydney,NSW,2003,House,2,10812
1848359,3,2,2364,Melbourne,VIC,1990,Townhouse,1,3562
1454718,3,2,1890,Adelaide,SA,1982,House,2,3024
1864844,3,2,2320,Melbourne,VIC,2008,Apartment,1,3558
1917090,3,2,2532,Brisbane,QLD,2009,House,2,6736
1685135,3,3,1807,Brisbane,QLD,2016,House,2,2927
2226837,2,2,3077,Melbourne,VIC,1986,House,1,4694
1895164,4,2,2138,Melbourne,VIC,1996,House,0,3679
1980460,3,2,2298,Melbourne,VIC,1999,House,1,4504
1937700,2,2,2399,Sydney,NSW,1990,Apartment,2,5271
1800684,3,2,2252,Brisbane,QLD,2023,House,1,3600
1877892,3,1,2503,Brisbane,QLD,2004,House,2,5628
1362420,3,2,1629,Adelaide,SA,2003,House,1,3050
1323587,3,2,1665,Brisbane,QLD,1981,Apartment,2,3182
1657910,3,4,1339,Melbourne,VIC,2006,Townhouse,1,3661
1730811,3,2,2263,Brisbane,QLD,1998,House,0,6746
1909204,3,2,2467,Brisbane,QLD,2008,House,2,5417
1668368,2,2,2274,Brisbane,QLD,2016,Apartment,1,4509
1924632,4,1,3004,Perth,WA,1990,Apartment,1,8705
1464843,3,3,1996,Adelaide,SA,1998,Townhouse,1,4493
2096156,3,2,2401,Sydney,NSW,2007,House,0,6232
1447539,1,2,1344,Melbourne,VIC,2018,House,1,2852
1468870,3,2,1767,Brisbane,QLD,2000,Townhouse,1,3188
2084926,3,2,2417,Melbourne,VIC,2005,House,2,6000
1940820,3,3,2509,Brisbane,QLD,2001,House,1,6266
1736054,4,2,1823,Melbourne,VIC,1985,House,1,3994
1692193,2,2,1957,Melbourne,VIC,1990,House,1,3728
1474948,3,3,1089,Sydney,NSW,1993,Apartment,2,2993
1732527,4,3,1785,Brisbane,QLD,2015,House,1,3416
2326499,5,1,2534,Sydney,NSW,2019,House,2,6306
1651352,2,1,2345,Brisbane,QLD,2020,Apartment,1,4868
1516504,3,1,2300,Adelaide,SA,1981,House,0,5080
1997581,3,2,2029,Sydney,NSW,2022,House,1,3688
1972940,2,4,2004,Sydney,NSW,1999,House,1,4958
1718468,3,2,1603,Sydney,NSW,2001,Apartment,2,2948
2032898,2,2,2419,Melbourne,VIC,2018,House,1,5391
1966398,4,3,2252,Sydney,NSW,1983,Apartment,1,4488
1956896,3,2,2295,Melbourne,VIC,2008,House,0,6760
1685886,2,2,1684,Melbourne,VIC,2003,House,1,5008
1159147,1,4,800,Melbourne,VIC,1980,Apartment,2,2104
1979157,4,3,2658,Brisbane,QLD,2003,Apartment,1,7910
1429927,2,3,1712,Adelaide,SA,2009,House,0,2860
1574969,3,2,1482,Sydney,NSW,1991,Townhouse,0,4429
1809380,3,3,2416,Perth,WA,1998,House,1,3999
1775050,3,1,1764,Sydney,NSW,2016,Apartment,2,3746
2251801,3,2,2635,Sydney,NSW,2019,Apartment,2,4898
2057817,2,4,2370,Melbourne,VIC,2022,House,0,6946
1929163,3,2,2410,Melbourne,VIC,1983,House,1,5913
1483985,2,3,1180,Sydney,NSW,1994,Townhouse,1,2827
2222072,3,2,2727,Sydney,NSW,1999,Apartment,2,8171
1631525,3,1,2156,Adelaide,SA,2023,House,1,5216
1890461,3,3,1778,Sydney,NSW,1999,House,1,4391
1397558,1,1,2086,Brisbane,QLD,2000,Apartment,1,3269
1050369,3,2,934,Brisbane,QLD,1989,Townhouse,1,2605
1955459,3,1,2245,Sydney,NSW,2009,Apartment,1,6634
1587554,5,4,1382,Melbourne,VIC,2003,Apartment,0,4064
1624529,3,2,1188,Sydney,NSW,2019,House,1,2176
1446493,3,2,1086,Sydney,NSW,2019,Apartment,1,1998
2230443,3,1,2667,Sydney,NSW,2017,House,1,5466
1834017,5,4,1622,Sydney,NSW,1982,Apartment,1,3188
2493282,4,3,2920,Sydney,NSW,2008,House,1,5719
1840587,3,3,1678,Sydney,NSW,1987,House,2,4041
1294730,3,2,975,Melbourne,VIC,2008,Apartment,0,2642
1438706,3,2,1330,Melbourne,VIC,1989,Apartment,2,3864
1633826,3,1,2741,Adelaide,SA,1984,Townhouse,0,4391
1908950,4,2,1906,Sydney,NSW,1990,House,0,3654
1481060,3,2,1671,Brisbane,QLD,1983,House,2,3145
1606414,2,4,2096,Adelaide,SA,2014,Townhouse,2,4267
2214407,4,3,2301,Sydney,NSW,2019,House,0,4916
2087948,4,2,2670,Melbourne,VIC,1991,Apartment,2,5564
2139153,3,1,2869,Melbourne,VIC,2000,Townhouse,1,8401
1370015,3,3,1784,Adelaide,SA,1995,Townhouse,1,3846
1157215,3,1,1204,Brisbane,QLD,1993,House,0,2803
1641270,4,1,1751,Melbourne,VIC,2000,Apartment,1,4595
1746274,4,2,2156,Brisbane,QLD,2006,House,1,5579
1630481,3,2,1421,Melbourne,VIC,2015,House,1,3375
1592553,3,3,1425,Melbourne,VIC,1980,House,1,3979
1616715,4,2,2206,Brisbane,QLD,1980,Apartment,1,5375
1621653,3,1,1970,Brisbane,QLD,2001,House,2,5542
1756994,3,2,2019,Sydney,NSW,1994,Apartment,0,3946
1528046,4,3,1544,Perth,WA,1999,House,0,2623
1753978,3,2,1861,Melbourne,VIC,1982,House,2,5081
1329394,3,2,1445,Brisbane,QLD,1993,House,0,2997
2086314,4,4,2534,Melbourne,VIC,1988,Apartment,1,6276
1993699,4,4,2621,Perth,WA,1998,House,1,6830
1217461,3,4,892,Brisbane,QLD,2019,Apartment,1,1775
1635825,3,3,1442,Melbourne,VIC,2013,House,2,3256
970219,3,1,1102,Adelaide,SA,1983,House,1,3132
1800100,3,2,1609,Sydney,NSW,2012,House,1,4539
1902440,2,2,1949,Sydney,NSW,2022,House,1,5116
1531957,4,2,1130,Melbourne,VIC,2016,House,0,2988
1508558,3,4,1446,Melbourne,VIC,1981,Apartment,1,4118
1576786,3,3,1397,Melbourne,VIC,2006,House,1,3640
1761971,3,3,2124,Brisbane,QLD,1996,House,2,4268
1780683,5,1,2041,Brisbane,QLD,2010,House,2,3432
1622656,3,4,1566,Melbourne,VIC,2020,Apartment,0,3342
1556329,2,3,2106,Perth,WA,1985,House,0,3435
1453104,2,1,1671,Brisbane,QLD,2010,House,2,2798
1333077,3,3,1837,Perth,WA,1982,Apartment,0,5373
2032844,3,2,3004,Adelaide,SA,2019,House,2,7551
2238578,3,1,2804,Sydney,NSW,1982,House,2,7788
1226423,3,2,1220,Brisbane,QLD,2012,Apartment,2,3007
1941245,2,2,2497,Melbourne,VIC,1992,House,1,5314
1705805,3,1,2486,Perth,WA,2000,House,0,3824
1269393,3,2,1311,Brisbane,QLD,2016,Apartment,1,3846
2231158,2,4,2491,Sydney,NSW,1995,House,2,4001
1876950,2,2,2922,Adelaide,SA,2000,House,0,7059
1352000,2,3,1326,Brisbane,QLD,2023,Townhouse,2,2193
1215902,2,2,1449,Adelaide,SA,1992,House,1,2792
2098542,3,1,2610,Sydney,NSW,1983,House,1,4643
1598612,2,2,2162,Perth,WA,2010,Apartment,2,5040
1677451,3,2,2330,Brisbane,QLD,1988,House,0,6597
1913686,2,2,2204,Melbourne,VIC,2012,House,1,5408
1738675,5,1,2234,Perth,WA,2016,House,0,5577
1212639,4,2,1204,Brisbane,QLD,2016,Apartment,0,3447
1868082,3,2,2628,Brisbane,QLD,2003,House,0,6897
2144724,3,3,2701,Sydney,NSW,2004,Apartment,1,7562
1557660,3,1,1862,Perth,WA,2020,House,1,3956
1556071,3,2,1973,Brisbane,QLD,2008,Apartment,2,5523
1079778,1,1,1081,Perth,WA,2019,House,2,2669
1984831,3,2,2308,Melbourne,VIC,2015,House,1,3932
1804951,3,1,2343,Melbourne,VIC,1994,Apartment,0,3650
2072221,4,4,1962,Sydney,NSW,1997,House,1,3662
1977100,2,3,2674,Brisbane,QLD,1999,House,2,5529
1756893,4,2,1799,Melbourne,VIC,1984,House,1,4960
1928493,4,1,2338,Melbourne,VIC,1997,Apartment,2,6108
1321656,2,2,1388,Brisbane,QLD,2019,House,0,4071
1882117,3,3,1985,Sydney,NSW,1980,Apartment,2,4644
1232502,2,1,1895,Adelaide,SA,1998,Apartment,1,4968
1919711,3,2,2135,Melbourne,VIC,2002,House,2,4084
1463686,3,3,1778,Adelaide,SA,2005,House,1,4480
1886500,3,3,1921,Sydney,NSW,2008,Apartment,1,4916
2155270,3,3,2495,Melbourne,VIC,2013,House,1,6919
1837617,5,3,1737,Melbourne,VIC,1998,Apartment,2,4005
1150717,2,4,1036,Brisbane,QLD,1997,House,1,2562
2412406,5,2,3049,Sydney,NSW,1981,House,0,5503
2149582,3,2,2828,Melbourne,VIC,2006,House,1,7369
1304626,4,3,1224,Adelaide,SA,1985,House,1,3377
2174031,3,2,2413,Sydney,NSW,2018,House,1,5770
1504673,2,4,1698,Brisbane,QLD,1985,House,2,2841
1662473,4,1,2158,Brisbane,QLD,1985,House,1,4249
2038896,3,2,2176,Sydney,NSW,2010,House,1,4817
1686020,3,2,1859,Brisbane,QLD,2020,House,1,4677
1709612,3,2,1529,Melbourne,VIC,2019,House,2,3029
1816121,3,2,1585,Sydney,NSW,2009,House,2,4377
1614836,3,3,1450,Melbourne,VIC,2000,House,1,2984
1388693,4,1,1500,Perth,WA,2020,Apartment,1,2347
2018033,2,3,1959,Sydney,NSW,2023,House,1,5273
1509061,3,2,1570,Melbourne,VIC,1997,Townhouse,1,3873
1905764,4,2,2409,Brisbane,QLD,2002,House,1,6511
2335997,2,2,2892,Sydney,NSW,2017,House,1,5852
1296109,2,2,1651,Adelaide,SA,2002,House,1,2521
2095840,4,3,2143,Sydney,NSW,2007,House,1,3452
1939014,3,3,2299,Melbourne,VIC,2015,Townhouse,1,3835
1878722,3,3,2283,Brisbane,QLD,2004,House,2,6182
1907725,2,4,2045,Sydney,NSW,1986,House,1,3993
1830819,3,2,2445,Brisbane,QLD,1997,House,1,7329
1644554,2,4,2289,Adelaide,SA,1999,Townhouse,2,6038
1461972,3,3,1257,Sydney,NSW,1984,Apartment,1,3019
2167179,4,3,2521,Melbourne,VIC,1997,House,1,7502
2200087,3,1,2532,Sydney,NSW,2021,Townhouse,2,5000
1407886,3,4,1542,Perth,WA,2019,Townhouse,0,2696
2094467,5,2,2022,Sydney,NSW,2012,House,1,5271
2049585,3,3,2409,Melbourne,VIC,1994,House,1,4620
1623122,4,1,1874,Brisbane,QLD,2014,House,1,5513
2068998,3,2,2643,Melbourne,VIC,1980,House,1,7884
2668734,4,2,3418,Sydney,NSW,2000,House,2,9877
1006542,1,2,1528,Adelaide,SA,1987,Apartment,1,4458
1384257,2,1,1171,Melbourne,VIC,1986,House,2,2838
1973877,3,3,2182,Melbourne,VIC,2020,Apartment,2,5539
2137425,3,1,2432,Sydney,NSW,2023,House,1,3993
1504681,4,2,1861,Perth,WA,2019,Apartment,1,4922
2358426,3,1,2871,Sydney,NSW,2019,House,2,5178
1521797,3,2,1196,Sydney,NSW,2009,Townhouse,0,3303
1948161,4,2,2415,Melbourne,VIC,2017,Apartment,0,7107
1343238,3,2,1636,Adelaide,SA,2014,House,0,2976
2334669,3,2,3031,Sydney,NSW,1981,House,1,4902
2280759,3,2,3195,Sydney,NSW,1987,Townhouse,0,7112
1594881,3,1,1540,Melbourne,VIC,2017,House,1,4138
1412344,2,1,1670,Melbourne,VIC,1983,Apartment,1,4436
1916546,5,2,2515,Brisbane,QLD,2016,House,0,6403
1418257,2,4,1767,Brisbane,QLD,2000,Apartment,0,4827
1774296,2,2,1972,Sydney,NSW,1992,Townhouse,2,3476
1896345,4,2,2015,Melbourne,VIC,1988,House,1,4993
1419054,3,2,848,Sydney,NSW,2008,House,1,2042
1868415,3,2,1991,Melbourne,VIC,2020,House,0,3445
1414349,3,1,1586,Brisbane,QLD,2003,House,1,3365
1508188,3,1,1704,Melbourne,VIC,1995,Apartment,1,4735
2343337,3,2,2866,Sydney,NSW,1991,House,2,8477
1584749,3,2,1246,Sydney,NSW,1981,House,1,3112
1785054,3,1,2487,Perth,WA,1998,House,2,7172
1621028,4,2,1832,Perth,WA,2009,House,2,3111
1750882,3,4,1832,Melbourne,VIC,1995,Apartment,1,5427
2286926,5,2,2474,Sydney,NSW,2003,House,1,3835
1406726,1,2,2204,Adelaide,SA,1992,Apartment,2,5049
1948934,3,4,2342,Melbourne,VIC,1984,House,1,4536
2080679,3,3,2580,Melbourne,VIC,2002,House,0,7022
1672414,5,2,1801,Brisbane,QLD,2017,House,1,3289
1683991,1,3,1632,Sydney,NSW,2010,House,0,2477
1550298,3,1,1348,Melbourne,VIC,1996,House,2,2862
1377764,4,2,1504,Perth,WA,1982,House,1,2401
2766319,3,2,3769,Sydney,NSW,2005,House,2,7294
1959926,4,1,2746,Brisbane,QLD,1992,House,1,6772
1453615,1,2,1189,Melbourne,VIC,2023,House,2,2309
1149552,4,1,1206,Adelaide,SA,2017,Apartment,1,2254
2100388,5,2,2289,Sydney,NSW,2001,Apartment,1,3967
1806828,3,2,2328,Perth,WA,2000,House,2,3964
2038020,3,2,2329,Melbourne,VIC,2008,House,2,5331
1591226,1,1,1847,Melbourne,VIC,2018,House,1,4658
1778375,5,1,1924,Sydney,NSW,1984,Apartment,1,4194
1548050,3,2,2196,Perth,WA,1993,Apartment,1,3702
1956125,1,4,2051,Sydney,NSW,1997,House,2,5070
960663,3,1,800,Perth,WA,1983,House,1,1868
1815077,3,2,1862,Melbourne,VIC,2012,Townhouse,2,3858
1395205,2,3,1489,Perth,WA,2018,House,1,2970
1846812,3,1,2105,Sydney,NSW,1999,House,0,3736
2758878,2,3,3791,Sydney,NSW,1992,House,2,6518
1942594,3,2,2220,Melbourne,VIC,2015,House,0,4459
1713389,3,2,1811,Melbourne,VIC,1983,House,1,2830
2139140,3,2,2553,Melbourne,VIC,2014,House,2,5501
1810749,4,2,2289,Brisbane,QLD,1987,Apartment,2,5500
2108064,4,2,2252,Sydney,NSW,2019,House,1,6559
1871653,3,3,2364,Brisbane,QLD,2015,Townhouse,2,5765
2391705,1,3,3233,Sydney,NSW,1985,House,1,7878
1692461,3,2,1321,Sydney,NSW,2001,House,2,2724
1703167,3,3,2284,Adelaide,SA,1985,House,2,3883
1661510,3,2,1444,Melbourne,VIC,2021,House,1,3134
1752139,3,2,2333,Brisbane,QLD,2015,Townhouse,0,5595
1649191,3,2,1448,Sydney,NSW,1988,House,1,3746
1879169,5,3,1749,Sydney,NSW,1995,Townhouse,0,4792
1763562,2,2,1822,Melbourne,VIC,2018,House,1,3434
2045112,3,2,2585,Melbourne,VIC,2017,Apartment,1,4813
2183999,1,3,2551,Sydney,NSW,2012,House,1,5989
1674580,5,2,1252,Sydney,NSW,1997,Apartment,2,2942
1798642,2,1,2032,Sydney,NSW,1991,House,1,3714
1614862,2,2,1574,Sydney,NSW,2006,Townhouse,1,3748
1063401,3,2,1244,Perth,WA,1980,Apartment,0,2513
1795984,3,2,1869,Melbourne,VIC,1994,House,2,4597
1586922,3,4,1814,Brisbane,QLD,2006,Townhouse,1,3514
2595823,3,2,3456,Sydney,NSW,1995,House,2,8254
1616345,3,2,2259,Perth,WA,2000,Townhouse,0,5993
1264093,1,2,1173,Sydney,NSW,1980,Apartment,1,3485
1654886,3,1,1661,Melbourne,VIC,2008,House,0,4761
2141839,4,2,2612,Sydney,NSW,1982,House,0,5892
2311848,3,4,3253,Melbourne,VIC,1991,Apartment,0,7262
1104876,4,2,1048,Perth,WA,2007,Apartment,1,2260
1289850,3,1,872,Melbourne,VIC,2018,House,1,1344
2099275,3,2,3122,Adelaide,SA,2016,House,2,5461
1639938,2,2,2233,Perth,WA,2010,House,1,3548
1702966,3,3,1479,Sydney,NSW,2010,Townhouse,1,3763
2095406,4,3,2320,Melbourne,VIC,2012,House,2,4919
1050195,5,2,800,Adelaide,SA,2012,Townhouse,1,1276
2093307,3,4,2002,Sydney,NSW,2019,House,1,5076
1587440,1,2,2196,Brisbane,QLD,1990,House,2,5418
1814792,2,2,2554,Adelaide,SA,2008,House,2,6590
1301000,3,2,1391,Brisbane,QLD,2004,Townhouse,1,3339
1596907,3,1,2051,Brisbane,QLD,1992,House,1,3574
1427974,2,4,1444,Perth,WA,2023,House,1,2300
1730417,5,1,2153,Brisbane,QLD,1998,Apartment,2,5869
1503247,3,2,1462,Melbourne,VIC,2015,Apartment,2,2667
1914011,5,3,1755,Sydney,NSW,2007,Apartment,1,4061
1396042,4,2,1402,Brisbane,QLD,1983,Townhouse,2,3124
1658092,4,3,2390,Adelaide,SA,1982,Townhouse,1,6888
2035350,3,2,2515,Melbourne,VIC,2017,Apartment,1,5856
1866405,3,2,1859,Melbourne,VIC,2016,House,2,4406
1963499,3,4,2022,Melbourne,VIC,2022,House,1,4003
1121323,3,1,1130,Perth,WA,2004,House,0,3322
1909316,3,3,1820,Sydney,NSW,2020,Apartment,2,4402
1775708,5,2,1969,Brisbane,QLD,2014,House,1,2969
2305855,4,3,3572,Adelaide,SA,2008,Apartment,1,8338
1769859,4,1,1332,Sydney,NSW,2020,House,2,2726
2013775,4,2,2878,Adelaide,SA,2008,Townhouse,2,4456
1904204,3,3,2598,Adelaide,SA,1991,House,2,5578
1463416,2,2,2168,Adelaide,SA,2014,Apartment,1,5768
2336132,3,3,3055,Melbourne,VIC,1999,House,1,6891
1888699,3,3,2223,Melbourne,VIC,1996,Townhouse,1,5467
1802742,4,3,2233,Brisbane,QLD,1991,House,1,5493
1985899,3,4,1968,Melbourne,VIC,2015,House,2,4933
2263289,3,2,2734,Sydney,NSW,1989,House,2,5690
1715486,3,1,2657,Adelaide,SA,1997,House,0,5461
1245438,1,1,1624,Brisbane,QLD,2009,House,0,2448
1538616,3,2,1208,Sydney,NSW,1987,Townhouse,2,2092
1958924,4,1,1878,Sydney,NSW,2020,House,2,5496
1377221,2,2,1519,Brisbane,QLD,1992,House,1,4200
1567052,3,1,1961,Perth,WA,2010,House,1,3752
2033763,3,1,2742,Melbourne,VIC,1985,House,1,5764
1633931,2,1,1725,Sydney,NSW,1986,Townhouse,2,5021
1565963,2,3,1974,Brisbane,QLD,2000,House,1,3703
2094891,5,2,2034,Sydney,NSW,2017,Townhouse,1,4677
2125227,3,2,2509,Sydney,NSW,2022,Apartment,1,3846
1260000,3,3,800,Melbourne,VIC,2007,Apartment,1,1943
1631820,2,1,1635,Melbourne,VIC,2023,House,1,4736
1961872,3,4,2126,Melbourne,VIC,2000,Townhouse,2,6012
1924254,3,2,2720,Perth,WA,2000,House,2,6128
1693299,3,1,1704,Melbourne,VIC,2003,House,2,4218
1058959,2,2,874,Adelaide,SA,2006,House,2,2058
1858624,4,3,2371,Perth,WA,2006,House,1,3796
1416268,3,2,1618,Brisbane,QLD,1992,Townhouse,1,2813
1708627,3,3,1286,Sydney,NSW,2008,House,2,3788
1320819,3,1,1625,Perth,WA,2018,Apartment,1,3062
1560010,3,2,1889,Adelaide,SA,2007,House,1,3923
1681654,4,1,1637,Melbourne,VIC,2016,Townhouse,1,3705
1444618,5,2,800,Melbourne,VIC,2008,House,1,2374
2134815,3,2,2538,Sydney,NSW,2001,Townhouse,1,6434
2409180,4,4,2764,Sydney,NSW,2015,Townhouse,0,6758
1977807,4,1,2390,Melbourne,VIC,2009,House,0,5467
1678774,5,2,1317,Sydney,NSW,2007,Apartment,1,3360
1829336,3,2,1879,Sydney,NSW,2002,Apartment,2,4690
1849246,3,3,1996,Melbourne,VIC,2012,House,1,5697
1758110,3,4,2359,Perth,WA,1983,House,0,5456
1686748,4,3,2401,Perth,WA,1982,Apartment,1,5119
1388148,1,4,1559,Adelaide,SA,2011,House,2,4227
1880667,3,3,2049,Melbourne,VIC,1983,House,1,5532
1925443,3,4,2274,Melbourne,VIC,1980,House,0,3990
1932509,3,3,2873,Perth,WA,1991,Apartment,2,5330
1733443,3,1,2422,Brisbane,QLD,1992,House,1,7117
2176278,4,2,2473,Sydney,NSW,2013,Apartment,1,5357
1760137,3,2,2050,Melbourne,VIC,2008,Apartment,1,4673
1941338,4,2,2846,Adelaide,SA,1988,House,1,5593
2129577,3,2,2245,Sydney,NSW,2010,House,2,4989
1538297,3,2,1483,Sydney,NSW,1986,Apartment,0,3879
2195843,3,4,2842,Melbourne,VIC,1992,Townhouse,1,6319
1483802,1,1,2418,Adelaide,SA,1981,House,1,4770
1884420,3,3,1734,Sydney,NSW,2012,Townhouse,1,2850
1468070,3,3,1712,Brisbane,QLD,1986,House,0,4952
2091987,3,4,2177,Sydney,NSW,1997,House,0,6114
2137799,4,4,2277,Melbourne,VIC,1987,House,1,6120
1904242,3,3,2118,Melbourne,VIC,1991,House,1,5383
2084988,2,2,2186,Sydney,NSW,2022,House,2,4971
1884599,2,2,3019,Adelaide,SA,2009,Apartment,1,8595
1732561,3,2,2642,Perth,WA,1988,Townhouse,1,7103
1904528,3,3,2114,Melbourne,VIC,2007,Townhouse,1,5759
2208252,2,3,2564,Sydney,NSW,1983,House,2,5038
1607879,3,3,1380,Melbourne,VIC,2018,House,1,2947
1622021,3,1,2238,Perth,WA,1996,House,1,5731
2391949,3,2,3085,Sydney,NSW,1990,House,1,6345
1771145,4,2,1869,Melbourne,VIC,1981,House,1,4188
1551111,3,1,1491,Melbourne,VIC,2002,House,1,3683
1623611,3,2,1608,Sydney,NSW,2001,Townhouse,0,3469
1632360,4,1,1346,Sydney,NSW,2005,House,0,3620
1598746,3,3,1529,Melbourne,VIC,1991,Townhouse,2,2560
1641350,3,2,1777,Melbourne,VIC,2011,Townhouse,0,4581
1107881,3,2,1156,Perth,WA,1988,House,1,1986
1397491,1,4,2009,Adelaide,SA,2022,Apartment,0,5840
2069953,3,2,2541,Melbourne,VIC,1984,House,1,5009
1552234,3,1,1455,Melbourne,VIC,2005,House,1,3919
2100394,5,2,2911,Brisbane,QLD,1986,House,0,6644
1735289,4,1,2306,Brisbane,QLD,2008,House,0,3774
2135927,3,1,2618,Sydney,NSW,2012,House,1,6215
1691679,3,1,1605,Sydney,NSW,2003,House,1,4604
1705290,3,2,2512,Perth,WA,2004,Apartment,2,4361
1494164,3,1,1344,Sydney,NSW,2010,Townhouse,0,2665
2068883,3,2,2534,Melbourne,VIC,2008,Apartment,2,5470
1615435,3,3,2103,Brisbane,QLD,1984,Apartment,2,4022
2133847,3,2,2331,Sydney,NSW,2017,House,0,6799
1379695,2,4,1294,Brisbane,QLD,1990,House,2,2675
1523321,5,2,1462,Perth,WA,2011,House,1,3638
1984951,2,2,2358,Sydney,NSW,1987,House,1,4329
1449190,5,3,1430,Perth,WA,1999,House,1,2618
2033592,5,1,2277,Sydney,NSW,2013,Apartment,1,4017
1260633,3,1,1179,Perth,WA,2021,House,1,2539
1885366,4,2,2508,Brisbane,QLD,1987,House,1,5768
1438980,3,2,1260,Melbourne,VIC,1981,House,2,1911
2048604,3,3,2331,Sydney,NSW,2000,Apartment,1,6409
1934174,3,4,2375,Melbourne,VIC,1994,Apartment,1,5390
1350697,3,2,1581,Adelaide,SA,1985,House,2,2745
1971385,3,2,2349,Melbourne,VIC,1984,House,2,3760
1906998,3,2,2156,Melbourne,VIC,1982,House,2,3438
1582590,3,4,1676,Adelaide,SA,2022,House,2,3163
1595445,3,3,1394,Melbourne,VIC,2022,Apartment,1,3136
1239162,3,4,822,Melbourne,VIC,1995,Apartment,1,2294
1566432,2,2,2209,Perth,WA,2014,Apartment,1,6307
1088183,2,3,1061,Adelaide,SA,1988,House,2,2916
1768948,3,2,2057,Melbourne,VIC,2014,Apartment,0,4099
1683640,2,2,1841,Melbourne,VIC,1998,House,1,3609
1752535,2,4,2407,Adelaide,SA,2022,House,0,7177
1894300,4,1,1818,Sydney,NSW,2013,House,1,4586
1812177,1,4,1802,Sydney,NSW,2018,Apartment,1,3527
1826492,3,1,2439,Melbourne,VIC,1989,Apartment,1,4862
2003460,3,3,2201,Sydney,NSW,1989,House,0,4736
1852157,4,2,2189,Melbourne,VIC,1999,Apartment,1,5326
1677768,3,2,2281,Brisbane,QLD,1980,House,2,6495
1412647,3,2,1078,Sydney,NSW,1985,Apartment,2,1938
1744074,3,2,2454,Perth,WA,1981,Townhouse,0,3991
2146254,3,2,2367,Sydney,NSW,2017,House,2,4992
1660251,3,2,1389,Melbourne,VIC,2012,House,2,2596
1488963,2,1,1853,Melbourne,VIC,1982,House,0,4381
1622730,5,1,1976,Perth,WA,2015,Apartment,2,5037
1817903,3,1,1919,Sydney,NSW,1992,House,2,3773
2075118,3,2,2200,Sydney,NSW,2014,House,1,5562
1951900,4,3,2858,Adelaide,SA,1994,House,0,5759
1857425,3,3,2649,Adelaide,SA,2001,House,1,6496
1607720,4,2,1212,Sydney,NSW,2022,Apartment,2,2970
1882475,3,2,2373,Sydney,NSW,1983,Apartment,1,4550
1977984,4,3,2797,Brisbane,QLD,1996,Apartment,1,6863
1605122,2,2,2232,Brisbane,QLD,1984,House,1,4623
1772059,4,2,2654,Adelaide,SA,2000,Apartment,1,5321
2532048,4,2,3207,Sydney,NSW,2003,House,1,6202
2161188,3,1,2614,Sydney,NSW,2010,House,1,5276
1687878,2,1,2149,Brisbane,QLD,2019,House,2,5761
2062626,3,1,2627,Melbourne,VIC,2009,Townhouse,2,4906
1776885,5,2,2086,Brisbane,QLD,2021,Apartment,1,5265
1565832,3,1,2014,Perth,WA,1986,House,1,5742
1549962,3,1,1789,Melbourne,VIC,1986,Apartment,1,3624
2223329,1,2,2938,Sydney,NSW,2006,Apartment,2,4537
1571787,3,1,1508,Melbourne,VIC,2003,House,1,2319
2201700,3,1,2919,Melbourne,VIC,1998,House,1,4990
2275183,5,4,2299,Melbourne,VIC,2020,House,2,3829
1178112,3,1,1160,Adelaide,SA,2013,House,2,3042
1828410,4,2,2220,Melbourne,VIC,2001,Apartment,0,4312
1390530,3,2,800,Sydney,NSW,2006,Townhouse,1,1983
1862925,1,2,2375,Melbourne,VIC,1985,House,1,3714
2183666,3,2,2531,Sydney,NSW,1989,House,2,4919
1729306,3,2,1644,Sydney,NSW,2010,House,0,3044
1840063,5,3,2074,Brisbane,QLD,2004,House,1,3972
2089646,4,2,3172,Brisbane,QLD,1981,Apartment,1,5666
1743826,3,3,1696,Melbourne,VIC,1989,House,0,4117
1513410,3,2,1364,Melbourne,VIC,1989,House,1,3403
2381812,3,4,2888,Melbourne,VIC,2005,House,1,4976
2487100,5,3,3177,Sydney,NSW,1984,Apartment,1,8298
2132271,4,4,2002,Sydney,NSW,2001,House,1,3754
1799379,4,2,2606,Perth,WA,1983,House,1,5016
2005368,3,2,2804,Brisbane,QLD,2013,House,1,7694
1346929,3,3,1554,Adelaide,SA,1986,House,1,4433
1360464,3,3,1708,Brisbane,QLD,1996,Apartment,0,4677
2245069,3,4,2738,Melbourne,VIC,1990,House,1,4714
2327138,3,2,3011,Sydney,NSW,1987,Townhouse,2,9029
1984811,1,3,2337,Sydney,NSW,2007,House,1,5863
1387689,2,2,1472,Brisbane,QLD,2023,House,2,3335
2472495,4,2,3192,Melbourne,VIC,2012,House,1,9360
1374225,4,1,1681,Brisbane,QLD,2004,Townhouse,0,4583
1665796,3,2,1798,Melbourne,VIC,2000,Apartment,2,4564
